Date,Open,High,Low,Close,Volume
03/31/2025,100.24,102.82,98.8,102.74,30865340
03/28/2025,105.53,106.51,102.48,103.22,31069109
03/27/2025,106.11,107.62,105.55,106.65,32773711
03/26/2025,114.11,115.9,108.68,110.19,39976488
03/25/2025,113.27,114.95,112.71,114.81,29077510
03/24/2025,109.73,114.85,109.4,113.85,53342000
03/21/2025,105.33,107.25,104.33,106.44,30767939
03/20/2025,105.12,108.26,105.12,107.14,26871840
03/19/2025,104.42,107.9,101.96,106.23,32287500
03/18/2025,103.85,104.55,102.97,103.51,27152830
03/17/2025,102.6,106.15,102.6,104.59,43689520
03/14/2025,99.64,101.22,99.58,100.97,24715270
03/13/2025,99.72,100.07,97.27,98.11,28575150
03/12/2025,99.05,101.72,98.17,100.79,34241289
03/11/2025,96.79,98.16,94.73,96.76,34078301
03/10/2025,98.57,101.29,95.83,96.63,38733191
03/07/2025,98.88,100.65,96.39,100.31,33254371
03/06/2025,99.05,101.08,98.27,98.85,28984980
03/05/2025,100.36,101.84,98.87,101.67,27855490
03/04/2025,96,103.18,95.89,100.75,54156941
03/03/2025,101.52,102.34,97.09,98.23,38957992
02/28/2025,99.56,101.8,98.69,99.86,45194578
02/27/2025,105.08,105.76,99.5,99.51,47263727
02/26/2025,104.95,105.8,103.99,104.74,29178211
02/25/2025,107.89,108.64,103.62,103.96,39169160
02/24/2025,111.49,111.6,107.98,108.11,29072211
02/21/2025,114.85,115.76,110.43,110.84,41353680
02/20/2025,115.01,116.55,113.11,114.17,27219570
02/19/2025,114.25,116.11,113.14,114.69,28807711
02/18/2025,114.05,115.55,113.45,114.28,31720311
02/14/2025,112.65,114.63,111.7,113.1,32477160
02/13/2025,112,114.6,110.4,111.81,40911801
02/12/2025,109.52,111.84,109.06,111.72,25319730
02/11/2025,108.98,113.07,108.94,111.1,35033762
02/10/2025,108.44,111.4,108.15,110.48,34905359
02/07/2025,109.13,109.92,106.79,107.56,46082500
02/06/2025,110.93,112.56,109.02,110.16,50426594
02/05/2025,107.61,112.09,106.5,112.01,110609297
